Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Neighborhood,House Style,Overall Qual,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,Age Sold,TotBath Bsmt,TotBath AbvGr
1086,60,RL,80.0,9024,IR1,Inside,Gilbert,2Story,6,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,813,702,1515,3,1,Gd,8,1,Gd,Attchd,2004.0,Fin,2.0,393.0,0,75,179000,4,0.0,3
1574,20,RL,74.0,11563,IR1,Inside,Timber,1Story,8,2007,Hip,VinylSd,VinylSd,Stone,258.0,Gd,PConc,Ex,Gd,GLQ,1036.0,Ex,1537,0,1537,3,1,Gd,8,0,0,Attchd,2007.0,Fin,3.0,788.0,0,26,294000,2,1.0,2
406,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1972,Gable,HdBoard,HdBoard,BrkFace,425.0,TA,CBlock,TA,No,Rec,110.0,TA,483,504,987,2,1,TA,5,0,0,Detchd,1972.0,Unf,1.0,288.0,0,0,97000,37,1.0,2
2757,60,RL,73.0,8760,Reg,Inside,CollgCr,2Story,7,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Mn,GLQ,464.0,Ex,1391,571,1962,3,1,Gd,7,0,0,Attchd,2006.0,RFn,3.0,868.0,0,90,239799,0,0.0,3
2559,20,RL,80.0,9600,Reg,Inside,NAmes,1Story,5,1990,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,Mn,BLQ,915.0,TA,1433,0,1433,3,1,TA,7,1,Gd,Attchd,1961.0,Unf,2.0,441.0,144,0,161000,45,1.0,1
1469,120,RM,37.0,4435,Reg,Inside,CollgCr,1Story,6,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,Av,GLQ,686.0,Ex,848,0,848,1,1,Gd,3,0,0,Attchd,2003.0,Fin,2.0,420.0,140,0,136500,5,1.0,1
407,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,2007,Gable,HdBoard,HdBoard,BrkFace,510.0,TA,CBlock,TA,No,ALQ,162.0,Gd,483,504,987,2,1,Gd,5,0,0,Detchd,1972.0,Unf,1.0,264.0,250,0,118000,37,0.0,2
2300,20,RL,69.0,7599,Reg,Corner,Mitchel,1Story,4,2006,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,565.0,TA,845,0,845,2,1,TA,4,0,0,Detchd,1987.0,Unf,2.0,360.0,0,0,129500,25,1.0,1
731,50,RL,55.0,7264,Reg,Inside,BrkSide,1.5Fin,7,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,No,Unf,0.0,Gd,952,596,1548,3,1,Ex,5,0,0,Detchd,1978.0,Unf,2.0,672.0,74,0,205000,84,0.0,3
1688,20,RL,91.0,11825,Reg,Inside,NridgHt,1Story,8,2007,Gable,CemntBd,CmentBd,Stone,302.0,Gd,PConc,Ex,Mn,Unf,0.0,Ex,1694,0,1694,3,1,Gd,7,1,Gd,Attchd,2006.0,RFn,3.0,856.0,0,112,322400,1,0.0,2
880,20,RL,85.0,10200,Reg,Inside,CollgCr,1Story,8,2007,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,PConc,Gd,Av,GLQ,1478.0,Ex,1602,0,1602,3,1,Gd,7,1,Gd,Attchd,2007.0,RFn,3.0,810.0,0,48,293200,2,1.0,2
1074,120,RL,63.0,8849,IR1,Inside,NridgHt,1Story,9,2005,Hip,MetalSd,MetalSd,BrkFace,616.0,Ex,PConc,Ex,No,GLQ,28.0,Ex,1684,0,1684,2,1,Ex,6,1,Ex,Attchd,2005.0,RFn,2.0,564.0,495,72,266000,3,0.0,2
771,60,RL,70.0,11184,Reg,Inside,Sawyer,2Story,6,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,CBlock,TA,No,LwQ,226.0,Gd,918,765,1683,3,1,TA,7,1,TA,Attchd,1978.0,RFn,2.0,440.0,243,0,172500,31,0.0,3
724,50,RM,98.0,8820,Reg,Corner,OldTown,1.5Fin,5,1996,Hip,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,LwQ,1088.0,TA,1188,561,1869,2,1,TA,7,0,0,Detchd,1963.0,Unf,2.0,456.0,48,0,124900,119,0.0,1
730,30,RL,69.05520046484602,6615,Reg,Inside,BrkSide,1Story,6,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,TA,1432,0,1432,3,1,Gd,6,1,Gd,BuiltIn,1923.0,Unf,1.0,216.0,266,61,149000,86,0.0,1
273,20,RL,65.0,8773,Reg,FR2,CollgCr,1Story,7,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,Gd,PConc,Gd,Av,GLQ,24.0,Ex,1414,0,1414,3,1,Gd,6,0,0,Attchd,2004.0,RFn,2.0,494.0,132,105,185500,6,0.0,2
2793,20,RL,69.05520046484602,11088,Reg,Corner,CollgCr,1Story,8,2002,Hip,Stucco,Stucco,None,0.0,Gd,PConc,Gd,No,GLQ,872.0,Ex,1358,0,1358,1,1,Gd,5,1,TA,Attchd,2002.0,Unf,2.0,418.0,68,166,220000,4,1.0,2
1789,20,RL,76.0,9158,Reg,Inside,Somerst,1Story,8,2007,Gable,CemntBd,CmentBd,Stone,140.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1496,0,1496,3,1,Gd,7,0,0,Attchd,2007.0,Fin,2.0,474.0,168,130,225000,0,0.0,2
1900,20,RL,57.0,8280,IR1,Inside,NAmes,1Story,6,1950,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,932,0,932,2,1,Gd,4,1,Gd,Attchd,1950.0,Unf,1.0,306.0,0,0,124000,57,0.0,1
747,30,RM,50.0,8635,Reg,Inside,BrkSide,1Story,5,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,134.0,TA,1072,0,1072,2,1,TA,5,0,0,Detchd,1982.0,Unf,5.0,1184.0,0,0,126500,84,1.0,1
1038,20,RL,69.05520046484602,12735,IR1,FR2,NAmes,1Story,4,1972,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,600.0,TA,864,0,864,3,1,TA,5,0,0,Detchd,1980.0,Unf,2.0,576.0,216,0,111250,36,0.0,1
1763,60,RL,69.05520046484602,11000,Reg,FR2,NoRidge,2Story,8,2000,Gable,VinylSd,VinylSd,BrkFace,72.0,Gd,PConc,Gd,No,Unf,0.0,Ex,997,1288,2285,4,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,3.0,648.0,0,56,248000,7,0.0,3
1283,20,RL,69.0,7590,Reg,Inside,NAmes,1Story,5,1963,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,1117,0,1117,3,1,TA,6,0,0,Attchd,1963.0,Unf,1.0,264.0,0,0,136870,45,0.0,1
2803,120,RM,37.0,4435,Reg,Inside,CollgCr,1Story,6,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,Av,GLQ,717.0,Ex,848,0,848,1,1,Gd,4,0,0,Attchd,2003.0,Fin,2.0,420.0,140,0,133000,3,1.0,1
1927,20,RL,72.0,10152,Reg,Inside,NAmes,1Story,5,1956,Hip,MetalSd,MetalSd,BrkFace,120.0,TA,CBlock,TA,No,BLQ,586.0,TA,1048,0,1048,3,1,TA,6,0,0,Attchd,1956.0,Unf,1.0,286.0,0,20,135000,51,1.0,1
1036,20,RL,68.0,10295,Reg,FR2,NAmes,1Story,4,1969,Gable,HdBoard,HdBoard,BrkFace,72.0,TA,CBlock,Gd,Mn,Rec,252.0,TA,936,0,936,2,1,TA,4,0,0,Attchd,1969.0,Unf,1.0,288.0,16,0,111900,39,0.0,1
1237,20,RL,70.0,7763,Reg,Inside,NAmes,1Story,5,1980,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,504.0,TA,1283,0,1283,3,1,TA,6,0,0,Detchd,1980.0,Unf,2.0,506.0,0,0,140000,46,1.0,1
1643,20,RL,81.0,13870,IR1,Inside,StoneBr,1Story,10,2007,Hip,CemntBd,CmentBd,BrkFace,250.0,Ex,PConc,Ex,Gd,GLQ,1152.0,Ex,2042,0,2042,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3.0,724.0,240,52,455000,1,1.0,2
2453,60,RL,92.0,10120,Reg,Inside,NoRidge,2Story,8,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,PConc,Gd,No,GLQ,740.0,Ex,1203,1323,2526,4,1,Gd,8,1,TA,Attchd,1994.0,RFn,3.0,844.0,309,78,290000,12,1.0,3
2129,60,RL,47.0,10820,IR2,CulDSac,CollgCr,2Story,7,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,GLQ,342.0,Ex,988,885,1873,3,1,Gd,7,1,TA,Attchd,1999.0,RFn,2.0,597.0,202,123,235500,8,0.0,3
2640,50,RM,60.0,9600,Reg,Inside,OldTown,1.5Fin,6,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Rec,381.0,Ex,940,476,1416,3,1,Gd,7,0,0,Detchd,1956.0,Unf,2.0,400.0,0,24,156500,106,1.0,1
2437,60,RL,69.05520046484602,8121,IR1,Inside,Gilbert,2Story,6,2000,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,953,711,1664,3,1,TA,7,1,TA,Attchd,2000.0,RFn,2.0,460.0,100,40,172400,6,0.0,3
2398,20,RL,121.0,13758,IR1,Inside,NridgHt,1Story,9,2006,Gable,VinylSd,VinylSd,BrkFace,430.0,Ex,PConc,Ex,Gd,GLQ,1232.0,Ex,1792,0,1792,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,3.0,925.0,204,49,372397,1,1.0,2
1420,60,RL,69.05520046484602,9771,IR3,Corner,SawyerW,2Story,6,2002,Gable,HdBoard,HdBoard,BrkFace,190.0,Gd,PConc,Gd,No,LwQ,779.0,Ex,1093,1721,2814,4,1,Gd,9,1,TA,BuiltIn,1995.0,Fin,2.0,614.0,48,32,260000,13,1.0,3
392,80,RL,69.05520046484602,10448,IR1,Corner,NWAmes,SLvl,6,1972,Gable,HdBoard,HdBoard,BrkFace,333.0,TA,CBlock,TA,No,Unf,0.0,TA,1378,741,2119,3,1,TA,7,1,TA,Attchd,1972.0,RFn,2.0,583.0,0,104,158000,37,0.0,3
1351,50,RM,50.0,8635,Reg,Inside,BrkSide,1.5Fin,5,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,336.0,TA,1072,213,1285,2,1,TA,6,0,0,Detchd,1948.0,Unf,1.0,240.0,0,0,127000,60,1.0,1
246,20,RL,83.0,11980,Reg,Inside,SawyerW,1Story,7,1987,Gable,Plywood,Plywood,BrkFace,177.0,Gd,CBlock,Gd,Gd,GLQ,1433.0,Ex,1433,0,1433,1,1,Gd,4,2,TA,Attchd,1987.0,RFn,2.0,528.0,0,278,270000,23,1.0,2
802,50,RL,79.0,12327,IR1,Inside,SawyerW,1.5Fin,8,2009,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,Gd,Gd,GLQ,1441.0,Ex,1496,636,2132,1,1,Gd,5,1,Gd,BuiltIn,1983.0,Fin,2.0,612.0,349,40,316600,26,1.0,2
1404,80,RL,124.0,11512,IR1,Corner,Edwards,SLvl,6,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,CBlock,TA,Av,ALQ,719.0,Gd,1357,0,1357,2,1,Ex,5,1,Gd,Basment,1959.0,RFn,1.0,312.0,0,0,177000,49,1.0,1
803,20,RL,90.0,14684,IR1,CulDSac,SawyerW,1Story,7,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,CBlock,Gd,Mn,ALQ,485.0,Gd,2196,0,2196,3,1,Gd,7,1,TA,Attchd,1990.0,RFn,3.0,701.0,84,70,271900,19,0.0,2
1595,160,RM,69.05520046484602,2665,Reg,Inside,MeadowV,2Story,5,1976,Gable,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,Mn,Unf,0.0,TA,616,688,1304,3,1,TA,4,1,Gd,BuiltIn,1976.0,Fin,1.0,336.0,141,24,115000,32,0.0,2
2231,20,RL,70.0,18044,IR1,CulDSac,Crawfor,1Story,8,1986,Gable,WdShing,Plywood,None,0.0,Gd,CBlock,Gd,No,Unf,0.0,Gd,2726,0,2726,2,1,Gd,6,1,Gd,Attchd,1986.0,Fin,2.0,691.0,216,64,315000,21,0.0,3
2162,60,RL,79.0,9245,IR1,Inside,CollgCr,2Story,7,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,939,858,1797,3,1,Gd,8,0,0,Attchd,2006.0,RFn,2.0,639.0,144,53,213500,1,0.0,3
1300,20,RM,50.0,6000,Reg,Inside,OldTown,1Story,5,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,104.0,Ex,789,0,789,2,1,TA,5,0,0,Detchd,1948.0,Unf,1.0,250.0,0,0,115000,60,0.0,1
2505,120,FV,34.0,3628,Reg,Inside,Somerst,1Story,7,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1143,0,1143,1,1,Gd,5,1,Gd,Attchd,2004.0,RFn,2.0,588.0,0,191,176400,2,0.0,2
582,20,RL,69.05520046484602,9156,IR1,Inside,NWAmes,1Story,6,1968,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0.0,Gd,1489,0,1489,3,1,Gd,7,1,Gd,Attchd,1968.0,RFn,2.0,462.0,0,0,185750,41,0.0,2
1458,60,RL,73.0,9066,IR1,Inside,CollgCr,2Story,8,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,Mn,GLQ,668.0,Ex,1004,848,1852,3,1,Gd,7,2,TA,Attchd,1999.0,Fin,3.0,660.0,224,106,230000,9,0.0,3
1499,60,RL,313.0,63887,IR3,Corner,Edwards,2Story,10,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,PConc,Ex,Gd,GLQ,5644.0,Ex,4692,950,5642,3,1,Ex,12,3,Gd,Attchd,2008.0,Fin,2.0,1418.0,214,292,160000,0,2.0,3
2298,85,RL,54.0,7244,Reg,Inside,Mitchel,SFoyer,5,1970,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,Av,ALQ,619.0,Ex,768,0,768,2,1,TA,5,0,0,Detchd,1987.0,Unf,2.0,624.0,104,0,129500,37,1.0,1
2580,20,RL,72.0,10152,Reg,Inside,NAmes,1Story,6,1994,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,BLQ,914.0,Ex,1124,0,1124,3,1,TA,6,1,TA,Attchd,1956.0,Fin,1.0,353.0,0,211,153000,50,1.0,1
568,160,FV,30.0,3000,Reg,Inside,Somerst,2Story,6,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,PConc,Gd,Av,GLQ,294.0,Ex,612,612,1224,2,1,Gd,4,0,0,Detchd,2009.0,RFn,2.0,528.0,0,234,173733,0,0.0,3
129,50,RL,120.0,17360,Reg,Corner,NAmes,1.5Fin,6,1950,Gable,MetalSd,MetalSd,Stone,340.0,TA,CBlock,TA,No,Rec,300.0,TA,1019,537,1556,3,1,TA,6,1,Gd,Attchd,1949.0,Unf,2.0,470.0,0,0,172500,61,0.0,2
2294,80,RL,69.05520046484602,15957,IR1,Corner,Mitchel,SLvl,6,1977,Gable,HdBoard,Plywood,None,0.0,TA,PConc,Gd,Gd,GLQ,1148.0,TA,1356,0,1356,3,1,TA,6,1,TA,Attchd,1977.0,Fin,2.0,528.0,1424,0,188000,30,2.0,2
1860,20,RL,80.0,9600,Reg,FR2,Veenker,1Story,6,1976,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,Gd,ALQ,978.0,Ex,1262,0,1262,3,1,TA,6,1,TA,Attchd,1976.0,RFn,2.0,460.0,298,0,181500,31,1.0,2
839,60,RL,43.0,10667,IR2,CulDSac,CollgCr,2Story,7,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,385.0,Ex,827,834,1661,3,1,Gd,6,1,TA,Attchd,1996.0,RFn,2.0,550.0,158,61,212000,13,1.0,3
2349,60,RL,81.0,10530,Reg,Inside,NWAmes,2Story,7,1978,Gable,Plywood,Plywood,BrkFace,68.0,TA,CBlock,TA,No,Unf,0.0,TA,945,912,1857,4,1,TA,8,1,TA,Attchd,1978.0,RFn,2.0,482.0,400,105,188900,28,0.0,3
234,60,RL,69.05520046484602,17082,IR1,CulDSac,ClearCr,2Story,6,1992,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,PConc,Gd,Av,ALQ,964.0,Ex,1117,864,1981,4,1,Gd,8,1,TA,Attchd,1978.0,Fin,2.0,522.0,336,104,230000,32,1.0,3
2172,50,RL,74.0,16287,Reg,Inside,Edwards,1.5Fin,5,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,130.0,TA,901,450,1351,3,1,TA,7,1,Gd,Detchd,1975.0,Unf,2.0,576.0,0,0,122000,82,1.0,1
2588,20,RL,65.0,11050,Reg,Inside,NAmes,1Story,5,1956,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,LwQ,488.0,Ex,1005,0,1005,2,1,TA,6,1,TA,Attchd,1956.0,Unf,1.0,319.0,0,0,133500,50,0.0,1
1289,50,RM,60.0,10440,Reg,Corner,OldTown,1.5Fin,6,1950,Gable,BrkFace,Wd Sdng,None,0.0,Gd,BrkTil,Gd,No,LwQ,493.0,Ex,1584,1208,2792,5,1,TA,8,2,TA,Detchd,1920.0,Unf,2.0,520.0,0,547,256000,88,0.0,2
1596,160,RM,41.0,2665,Reg,Inside,MeadowV,2Story,5,1976,Gable,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,No,ALQ,318.0,TA,925,550,1475,4,1,TA,6,1,TA,Attchd,1976.0,Unf,1.0,336.0,92,26,129500,32,0.0,2
264,20,RL,80.0,10389,Reg,Inside,CollgCr,1Story,8,2003,Hip,CemntBd,CmentBd,BrkFace,320.0,Gd,PConc,Gd,No,GLQ,1682.0,Ex,1978,0,1978,3,1,Gd,8,1,Gd,Attchd,2003.0,RFn,3.0,850.0,188,25,318000,7,1.0,3
451,20,RL,70.0,9658,IR1,Inside,NridgHt,1Story,8,2006,Gable,VinylSd,VinylSd,Stone,383.0,Gd,PConc,Gd,No,Unf,0.0,Gd,1606,0,1606,3,1,Gd,6,1,Gd,Attchd,2006.0,RFn,3.0,871.0,230,60,255900,3,0.0,2
43,20,RL,79.0,14122,IR1,Inside,NridgHt,1Story,8,2006,Hip,CemntBd,CmentBd,BrkFace,240.0,Gd,PConc,Ex,No,GLQ,28.0,Ex,1822,0,1822,3,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3.0,678.0,0,119,259000,5,0.0,2
2223,20,RL,69.05520046484602,21000,Reg,Corner,Crawfor,1Story,6,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,Gd,Mn,ALQ,35.0,TA,2259,0,2259,3,1,Gd,7,2,Gd,Basment,1953.0,Unf,2.0,450.0,166,120,217000,54,1.0,2
2009,50,RL,70.0,8737,IR1,Inside,BrkSide,1.5Fin,6,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,BrkTil,Gd,No,Rec,300.0,Ex,915,720,1635,3,1,TA,6,1,Gd,Detchd,1950.0,Unf,2.0,440.0,0,38,210000,84,0.0,2
394,20,RL,69.05520046484602,8750,IR1,Inside,NAmes,1Story,5,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,CBlock,TA,No,BLQ,828.0,TA,1002,0,1002,3,1,TA,5,0,0,Detchd,1973.0,Unf,2.0,902.0,0,0,148500,39,1.0,1
1738,60,RL,73.0,8499,IR1,Inside,Gilbert,2Story,6,2007,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,616,796,1412,3,1,Gd,6,1,Gd,BuiltIn,2007.0,Fin,2.0,432.0,0,36,156932,1,0.0,3
1196,90,RL,72.0,11072,IR1,Inside,NAmes,1Story,5,1965,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,1728,0,1728,6,2,TA,10,0,0,Detchd,1987.0,Unf,2.0,576.0,0,0,145000,43,0.0,2
828,20,RL,64.0,6762,Reg,Inside,CollgCr,1Story,7,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,902.0,Ex,1290,0,1290,2,1,Gd,6,1,Gd,Attchd,2007.0,RFn,2.0,662.0,168,0,200000,2,1.0,2
1694,20,RL,105.0,15431,Reg,Inside,NridgHt,1Story,10,2006,Hip,VinylSd,VinylSd,BrkFace,400.0,Ex,PConc,Ex,Gd,GLQ,1430.0,Ex,2046,0,2046,2,1,Ex,7,2,Gd,Attchd,2005.0,Fin,3.0,878.0,188,65,450000,2,1.0,3
571,160,FV,34.0,3230,Reg,Inside,Somerst,2Story,6,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,PConc,Gd,No,GLQ,381.0,Gd,742,729,1471,3,1,TA,6,0,0,Detchd,1999.0,Unf,2.0,440.0,0,24,172500,10,0.0,3
1192,60,RL,90.0,10800,Reg,Inside,NWAmes,2Story,6,1997,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,956.0,TA,1548,1066,2614,4,1,TA,9,1,TA,Attchd,1974.0,RFn,2.0,624.0,38,243,240000,34,0.0,3
1806,60,FV,102.0,11143,IR1,Corner,Somerst,2Story,8,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,1580,886,2466,4,1,Gd,8,1,Gd,Attchd,2004.0,RFn,2.0,610.0,159,214,340000,3,0.0,3
962,20,RL,73.0,8925,IR1,Inside,Timber,1Story,8,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,16.0,Ex,1466,0,1466,3,1,Gd,7,0,0,Attchd,2007.0,Fin,3.0,610.0,100,18,201000,2,0.0,2
2142,20,RL,120.0,10356,Reg,Corner,CollgCr,1Story,5,1975,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,BLQ,716.0,TA,969,0,969,3,1,TA,5,0,0,Attchd,1975.0,Unf,2.0,440.0,0,0,122000,32,0.0,2
1648,20,RL,93.0,12299,Reg,Inside,NWAmes,1Story,7,1985,Gable,Plywood,Plywood,Stone,67.0,TA,CBlock,Gd,No,GLQ,1328.0,TA,1664,0,1664,3,1,Gd,7,1,TA,Attchd,1978.0,Fin,2.0,663.0,0,0,213000,29,1.0,2
618,20,RL,90.0,9900,Reg,Inside,NAmes,1Story,6,1967,Gable,BrkComm,Brk Cmn,None,0.0,Gd,CBlock,TA,No,Rec,1173.0,TA,1691,0,1691,2,1,TA,5,0,0,Attchd,1967.0,Unf,2.0,550.0,0,67,175000,42,1.0,1
2108,20,RL,64.0,6762,Reg,Inside,CollgCr,1Story,7,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,Gd,No,GLQ,664.0,Ex,1208,0,1208,2,1,Gd,6,0,0,Attchd,2007.0,RFn,2.0,628.0,105,54,195400,0,1.0,2
772,20,RL,75.0,11625,Reg,Inside,Sawyer,1Story,5,1967,Hip,HdBoard,HdBoard,BrkFace,172.0,TA,CBlock,TA,No,BLQ,527.0,TA,1052,0,1052,3,1,TA,6,1,Po,Attchd,1984.0,Fin,1.0,668.0,0,215,113500,42,0.0,2
2672,50,RL,65.0,6435,Reg,Inside,BrkSide,1.5Fin,6,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Gd,972,605,1577,3,1,Fa,6,1,Gd,Detchd,1939.0,Unf,1.0,312.0,0,0,140200,67,0.0,1
2492,20,RL,65.0,8450,Reg,Inside,Sawyer,1Story,5,1968,Gable,Plywood,Plywood,BrkFace,90.0,TA,CBlock,TA,No,BLQ,162.0,TA,909,0,909,3,1,TA,5,0,0,Attchd,1968.0,Unf,1.0,294.0,0,155,116000,38,0.0,1
2903,20,RL,88.0,11577,Reg,Inside,Timber,1Story,9,2006,Hip,VinylSd,VinylSd,BrkFace,382.0,Ex,PConc,Gd,Gd,GLQ,1455.0,Ex,1838,0,1838,3,1,Ex,9,1,Gd,Attchd,2005.0,Fin,3.0,682.0,161,225,359900,1,1.0,2
2783,60,RL,50.0,8340,IR1,Inside,CollgCr,2Story,6,1977,Gable,HdBoard,Plywood,BrkFace,62.0,TA,CBlock,Gd,Av,GLQ,509.0,TA,686,702,1388,3,1,TA,6,0,0,Attchd,1977.0,Unf,1.0,317.0,406,36,157500,29,0.0,2
786,20,RL,69.05520046484602,10708,IR1,Inside,ClearCr,1Story,5,1993,Hip,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,No,LwQ,379.0,Ex,1867,0,1867,2,1,TA,7,3,Gd,Attchd,1955.0,Fin,1.0,303.0,476,0,190000,54,1.0,1
740,30,RM,60.0,6911,Reg,FR2,BrkSide,1Story,5,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,Mn,LwQ,405.0,TA,1301,0,1301,2,1,Fa,5,0,0,Detchd,1965.0,Unf,2.0,440.0,0,0,100000,85,0.0,1
2546,20,RL,80.0,8800,Reg,Inside,NAmes,1Story,6,1964,Hip,HdBoard,HdBoard,BrkFace,425.0,TA,CBlock,TA,No,BLQ,553.0,TA,1251,0,1251,3,1,TA,6,2,Gd,Attchd,1964.0,RFn,1.0,461.0,0,116,160000,42,1.0,1
851,20,RL,65.0,10739,IR1,Inside,CollgCr,1Story,7,2001,Gable,VinylSd,VinylSd,BrkFace,68.0,Gd,PConc,Gd,No,GLQ,1259.0,Ex,1444,0,1444,3,1,Gd,6,0,0,Attchd,2002.0,RFn,2.0,577.0,144,40,203000,7,1.0,2
1833,60,RL,69.05520046484602,9572,IR1,Inside,NoRidge,2Story,8,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,PConc,Ex,No,GLQ,482.0,Ex,1453,1357,2810,4,1,Gd,9,1,Ex,Attchd,1990.0,RFn,2.0,750.0,500,0,302000,17,0.0,3
76,120,RL,50.0,8012,Reg,Inside,SawyerW,1Story,6,1980,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,BLQ,543.0,TA,923,0,923,2,1,TA,5,1,TA,Attchd,1980.0,RFn,1.0,264.0,80,0,143000,30,0.0,2
2151,60,RL,66.0,16226,IR3,Inside,CollgCr,2Story,8,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,281.0,Ex,1210,1242,2452,4,1,Gd,9,1,TA,BuiltIn,1998.0,Fin,2.0,683.0,208,50,267000,9,0.0,3
